year_month,total_gallons
2018-01-01,482000
2015-02-01,75200
2015-07-01,233600
2016-03-01,825100
2016-06-01,1593700
2014-04-01,2829300
2014-09-01,1009700
2018-09-01,44700
2014-01-01,478900
2012-03-01,1578800
2013-12-01,421700
2013-09-01,563200
2014-12-01,778200
2016-04-01,1209700
2014-06-01,6342700
2018-09-01,899000
2018-08-01,4005300
2016-06-01,6500
2014-03-01,355500
2013-12-01,1225200
2016-11-01,4746000
2012-05-01,35600
2012-05-01,5547800
2013-04-01,237700
2013-02-01,213200
2016-09-01,7311200
2014-03-01,565300
2014-02-01,96900
2018-06-01,4558000
2015-03-01,71200
2013-10-01,4992900
2013-07-01,1528400
2012-11-01,1108300
2014-03-01,494800
2017-02-01,1964100
2013-02-01,2746300
2015-05-01,2310000
2017-10-01,4308200
2015-04-01,484500
2012-05-01,781200
2012-01-01,155300
2017-03-01,1328500
2016-08-01,1666300
2016-10-01,674600
2012-11-01,2865500
2015-01-01,1027100
2012-07-01,1053400
2013-05-01,2020300
2014-11-01,6667600
2012-04-01,63900
2016-02-01,1811500
2014-01-01,199100
2016-10-01,7788100
2013-08-01,7746500
2016-08-01,250300
2013-02-01,227400
2014-04-01,289500
2015-06-01,1346600
2015-05-01,761300
2014-03-01,1322900
2016-05-01,5721300
2017-05-01,503200
2017-04-01,4550700
2016-09-01,1190300
2014-07-01,658900
2015-07-01,5433000
2016-07-01,3546700
2013-12-01,1321600
2017-10-01,952500
2014-12-01,262800
2013-01-01,272700
2016-04-01,1486300
2015-08-01,2176500
2018-04-01,1775000
2014-12-01,1199600
2013-01-01,670400
2016-05-01,1217700
2017-03-01,145200
2015-03-01,354500
2017-02-01,582000
2013-01-01,227500
2013-03-01,1418300
2016-04-01,187000
2015-01-01,1643400
2017-11-01,5800
2017-08-01,5685500
2012-10-01,2758600
2017-03-01,116400
2015-09-01,3845400
2016-09-01,281600
2015-09-01,561400
2016-12-01,148900
2012-09-01,1733100
2015-07-01,843500
2012-01-01,1977100
2015-01-01,362300
2014-10-01,7598500
2013-03-01,700400
2018-03-01,0
2015-06-01,297600
2016-06-01,149900
2012-09-01,1110800
2013-12-01,53000
2017-05-01,1791800
2016-02-01,26200
2012-11-01,576400
2018-03-01,177400
2014-01-01,218400
2014-10-01,243100
2012-01-01,364100
2014-06-01,4669600
2017-09-01,11898600
2015-12-01,531200
2016-10-01,3700
2014-12-01,965600
2017-03-01,2919300
2017-12-01,860900
2016-12-01,5200
2012-08-01,2527000
2014-12-01,311500
2018-03-01,360200
2016-08-01,1123700
2015-11-01,901100
2014-06-01,21600
2012-12-01,820700
2014-05-01,2059700
2013-10-01,7145100
2017-04-01,166600
2013-10-01,3258900
2015-02-01,228900
2016-08-01,10463400
2016-12-01,67400
2012-01-01,180700
2012-05-01,1627700
2016-03-01,218300
2014-10-01,2935900
2015-11-01,4855700
2015-11-01,716200
2014-11-01,500600
2014-06-01,1155100
2017-10-01,666700
2014-06-01,378400
2018-03-01,38600
2012-11-01,1075800
2013-12-01,740700
2012-06-01,150300
2013-09-01,8534700
2015-03-01,35100
2014-10-01,402700
2014-02-01,552500
2014-07-01,1229300
2015-04-01,100
2017-01-01,312900
2015-04-01,102800
2012-11-01,1170000
2018-02-01,379600
2016-07-01,269400
2017-03-01,944100
2012-07-01,6114900
2013-07-01,2282000
2014-09-01,3539300
2018-06-01,4380600
2015-06-01,2885500
2016-12-01,624600
2013-03-01,1569200
2015-12-01,2414700
2015-09-01,1836200
2015-12-01,249600
2014-03-01,411900
2015-05-01,100
2014-11-01,274300
2014-07-01,4208000
2018-03-01,0
2013-07-01,285600
2018-06-01,1100800
2012-11-01,127100
2013-08-01,279900
2013-06-01,5050900
2014-10-01,801700
2015-11-01,127800
2012-08-01,3007200
2015-10-01,1640500
2015-01-01,2156500
2018-06-01,4246500
2017-03-01,388500
2018-02-01,6500
2018-04-01,584300
2015-06-01,94500
2013-12-01,58400
2013-01-01,742700
2012-08-01,1425800
2015-02-01,30500
2017-03-01,202800
2014-06-01,124500
2015-12-01,2451400
2014-08-01,6211500
2015-02-01,1187000
2016-05-01,874900
2017-01-01,622900
2013-08-01,4574800
2013-04-01,91400
2016-07-01,138000
2017-11-01,2582100
2014-09-01,4561300
2014-07-01,565700
2012-04-01,129000
2013-12-01,619600
2016-08-01,5362900
2016-09-01,709300
2016-03-01,384300
2016-01-01,408900
2012-11-01,5062300
2014-03-01,1422000
2015-04-01,20200
2016-07-01,1162800
2012-12-01,2317600
2013-08-01,1216900
2014-08-01,4920500
2015-07-01,202600
2016-06-01,624300
2015-03-01,29200
2015-12-01,1154600
2017-01-01,110300
2013-06-01,252300
2016-10-01,9027000
2015-04-01,6100
2015-03-01,8800
2014-08-01,1029600
2015-09-01,4445500
2014-11-01,1575000
2017-02-01,371500
2014-04-01,702800
2015-09-01,992700
2014-01-01,472700
2015-02-01,17500
2016-09-01,9666500
2014-07-01,4648000
2012-07-01,149500
2013-05-01,69000
2015-02-01,1312100
2012-01-01,1874400
2015-08-01,995700
2017-02-01,420000
2014-10-01,230600
2012-05-01,1091800
2013-02-01,340200
2014-11-01,3779000
2013-09-01,2134500
2018-03-01,1297000
2016-04-01,1261000
2015-10-01,9667900
2014-11-01,824700
2014-12-01,1110600
2014-04-01,957300
2013-02-01,550900
2015-09-01,10869400
2012-07-01,154500
2013-02-01,430700
2014-10-01,4298500
2016-06-01,641200
2013-11-01,527200
2014-01-01,203700
2012-01-01,2642400
2012-08-01,80000
2017-04-01,71800
2013-08-01,3014000
2015-03-01,291400
2016-08-01,330300
2012-06-01,29800
2014-10-01,6606700
2015-12-01,1150800
2016-06-01,279900
2015-02-01,262000
2012-06-01,2261000
2013-02-01,42000
2014-08-01,1857200
2014-12-01,747100
2018-04-01,3385500
2013-12-01,1467700
2014-01-01,1664500
2016-01-01,130300
2014-01-01,303800
2016-04-01,508100
2017-04-01,883900
2013-06-01,1226200
2017-06-01,1501600
2014-05-01,336100
2014-02-01,442000
2017-01-01,263500
2014-11-01,825800
2013-08-01,594900
2017-04-01,2154700
2013-07-01,468700
2013-03-01,61400
2014-09-01,3182300
2016-09-01,1798400
2018-08-01,1674100
2016-08-01,4124000
2015-07-01,2029200
2012-02-01,1186500
2014-12-01,551700
2013-06-01,5255300
2012-04-01,0
2015-03-01,1010300
2016-01-01,274200
2012-03-01,24300
2013-12-01,1490000
2016-07-01,7968800
2016-07-01,999000
2016-07-01,971500
2013-01-01,2425600
2017-01-01,2344000
2012-04-01,1590900
2017-02-01,2784100
2013-03-01,1581000
2015-10-01,617900
2015-07-01,2356500
2016-03-01,788600
2015-07-01,27700
2012-08-01,179500
2015-05-01,109100
2013-04-01,4304400
2015-06-01,360000
2014-03-01,627900
2018-04-01,3048800
2014-05-01,2482000
2015-10-01,174000
2016-12-01,3180000
2012-05-01,1537800
2013-12-01,1483100
2012-05-01,1497600
2014-11-01,160200
2015-01-01,903300
2014-01-01,466900
2017-12-01,347800
2015-04-01,27100
2012-12-01,2943800
2012-01-01,2584200
2013-08-01,7296100
2016-02-01,657100
2016-04-01,59200
2015-05-01,29900
2014-09-01,6085800
2018-09-01,778100
2015-01-01,1496600
2017-02-01,124700
2012-03-01,641000
2014-08-01,2926500
2016-07-01,1119200
2016-03-01,104700
2015-09-01,3123400
2016-10-01,168500
2014-10-01,1512800
2016-03-01,241500
2012-05-01,44500
2014-10-01,887100
2016-06-01,534300
2014-09-01,358800
2016-09-01,363300
2015-11-01,875800
2017-01-01,134000
2015-05-01,553300
2016-06-01,3093000
2013-08-01,10731500
2015-08-01,11191300
2015-05-01,1428300
2012-10-01,8019600
2016-12-01,4347000
2012-09-01,6583800
2013-10-01,454200
2014-12-01,986600
2016-08-01,273600
2015-08-01,112800
2013-01-01,369200
2013-09-01,8379400
2013-11-01,4603900
2017-02-01,390600
2014-08-01,415500
2017-03-01,0
2013-03-01,1179900
2017-01-01,573300
2014-10-01,4216300
2015-05-01,89200
2016-09-01,1028200
2018-01-01,0
2016-02-01,466600
2013-05-01,934500
2012-01-01,41700
2017-01-01,1137400
2016-01-01,431800
2013-12-01,727600
2015-07-01,1061300
2017-06-01,1144600
2015-08-01,2566600
2014-04-01,1660700
2015-11-01,842200
2016-06-01,995100
2014-08-01,887200
2015-12-01,429700
2013-05-01,201400
2016-12-01,147400
2015-11-01,2912700
2015-03-01,947300
2013-03-01,380800
2015-04-01,2039700
2014-02-01,279700
2014-04-01,94500
2013-01-01,1059100
2013-03-01,455600
2015-11-01,1526100
2012-12-01,6697900
2016-01-01,992900
2013-06-01,950200
2014-10-01,1402800
2018-05-01,2735600
2015-06-01,545200
2015-10-01,16738200
2013-04-01,83500
2013-12-01,230100
2016-10-01,358100
2018-02-01,402100
2016-06-01,72100
2015-02-01,69800
2014-04-01,276900
2013-08-01,1825900
2015-06-01,102000
2013-07-01,190400
2015-01-01,104600
2016-02-01,76800
2015-06-01,193800
2016-08-01,187600
2018-01-01,1377600
2018-01-01,2157000
2015-06-01,2826700
2018-03-01,1560700
2014-08-01,313300
2015-12-01,1160500
2015-02-01,176200
2013-01-01,2939300
2014-10-01,2234900
2014-07-01,1222400
2012-09-01,3790200
2014-01-01,387700
2012-02-01,186400
2015-02-01,17300
2014-02-01,1278500
2012-11-01,397100
2013-04-01,220600
2018-08-01,6055800
2017-03-01,1502700
2014-07-01,224100
2018-04-01,69800
2017-02-01,368100
2014-09-01,114300
2013-11-01,378500
2013-02-01,537100
2016-11-01,420200
2016-08-01,12109000
2016-05-01,708600
2015-03-01,124300
2015-03-01,437500
2012-07-01,4435300
2012-04-01,2160500
2016-06-01,1638400
2015-10-01,1065000
2018-02-01,458800
2015-01-01,523000
2016-10-01,159600
2013-11-01,526100
2015-10-01,1578700
2016-11-01,970200
2015-10-01,1228900
2012-12-01,503700
2015-10-01,1322600
2012-04-01,2657700
2017-11-01,603300
2013-06-01,3350300
2015-11-01,935200
2013-04-01,4556900
2014-05-01,3714600
2016-09-01,2384900
2012-09-01,276700
2014-05-01,1608700
2017-03-01,624100
2013-11-01,2866200
2013-11-01,457800
2015-09-01,2129400
2015-07-01,950800
2012-12-01,846700
2013-08-01,506700
2018-02-01,166800
2014-05-01,711400
2014-03-01,186600
2014-05-01,753200
2013-03-01,3007400
2018-09-01,2283000
2016-01-01,315000
2016-05-01,97400
2012-11-01,536300
2015-11-01,75100
2015-01-01,1031900
2014-03-01,2800
2017-11-01,160900
2018-05-01,58300
2017-03-01,424600
2012-04-01,469300
2016-01-01,27500
2018-01-01,1283300
2013-06-01,8063900
2012-10-01,692100
2012-08-01,7843400
2013-01-01,1005400
2018-06-01,6259300
2016-10-01,1082900
2016-01-01,569600
2018-07-01,871900
2012-07-01,2756700
2016-08-01,1469400
2013-12-01,1192100
2015-08-01,3404900
2014-05-01,277200
2015-08-01,191800
2014-07-01,1039400
2016-02-01,422400
2013-06-01,2327900
2016-10-01,341700
2015-08-01,276500
2017-10-01,3696900
2014-02-01,2161200
2015-05-01,195500
2013-02-01,1567800
2015-11-01,9928900
2012-07-01,2749300
2016-02-01,282100
2013-12-01,0
2012-07-01,6229100
2012-06-01,3280500
2014-06-01,1762600
2015-11-01,5623300
2015-10-01,8572500
2014-12-01,1037700
2015-12-01,2692800
2014-08-01,4622500
2013-04-01,3839400
2012-09-01,486800
2016-06-01,2070300
2012-10-01,971400
2014-04-01,559400
2013-12-01,489500
2017-05-01,100300
2016-01-01,1310500
2012-01-01,0
2018-04-01,1934500
2018-01-01,157500
2018-02-01,237300
2013-06-01,2629300
2012-05-01,4937500
2015-05-01,4290100
2014-11-01,1420200
2014-12-01,2367900
2014-12-01,2439000
2012-06-01,5840500
2017-01-01,3500
2018-04-01,111400
2012-04-01,2148900
2015-05-01,2879900
2014-04-01,1040400
2018-02-01,1533000
2016-08-01,6077300
2016-04-01,616800
2013-10-01,3640200
2016-03-01,104000
2014-09-01,1961200
2015-01-01,104200
2015-10-01,366100
2016-09-01,5562500
2016-11-01,1687800
2014-07-01,5118800
2012-11-01,2528000
2014-10-01,2010900
2012-03-01,1842500
2015-06-01,1036800
2014-05-01,509400
2016-11-01,883100
2013-09-01,277800
2018-03-01,60800
2016-01-01,44100
2017-09-01,2403800
2012-03-01,1199700
2014-06-01,993200
2016-01-01,4431800
2015-08-01,1300500
2013-06-01,889000
2016-10-01,2102700
2018-08-01,6061400
2014-08-01,7647500
2018-08-01,159000
2013-06-01,2673800
2012-12-01,1471500
2013-10-01,44000
2015-02-01,1008600
2014-10-01,1818700
2012-04-01,348300
2016-12-01,450400
2014-10-01,254100
2017-04-01,436200
2016-05-01,82000
2013-07-01,3536800
2015-09-01,1858500
2016-06-01,247900
2016-10-01,1116600
2016-09-01,13800
2013-10-01,753100
2012-07-01,1336200
2014-08-01,262500
2017-05-01,4235800
2012-11-01,758400
2014-07-01,690800
2012-09-01,1131200
2016-05-01,757000
2012-04-01,32900
2015-02-01,864800
2014-08-01,761100
2016-02-01,244400
2015-11-01,157800
2013-12-01,268200
2017-04-01,1078400
2015-08-01,324900
2013-04-01,556200
2016-05-01,2236200
2014-05-01,113100
2013-05-01,3864100
2014-05-01,290500
2017-01-01,1345600
2018-06-01,1994400
2013-04-01,688800
2016-06-01,4261000
2013-02-01,562300
2012-09-01,2999700
2013-10-01,539400
2014-11-01,322100
2016-12-01,2216200
2017-12-01,1795900
2014-07-01,2419300
2013-07-01,360700
2013-07-01,4108000
2016-11-01,2302700
2014-11-01,1510500
2014-06-01,795300
2012-02-01,235100
2018-01-01,461800
2016-11-01,1085100
2012-08-01,3462300
2016-05-01,2160600
2016-04-01,854900
2013-10-01,622000
2016-12-01,553200
2014-04-01,178400
2017-11-01,13000
2014-08-01,2386100
2016-08-01,86300
2012-04-01,1662200
2017-11-01,814300
2012-02-01,327200
2016-01-01,230100
2018-08-01,4272400
2015-05-01,390100
2014-10-01,741300
2013-06-01,6175900
2014-02-01,100
2013-01-01,332800
2015-11-01,969700
2013-08-01,950500
2016-06-01,197000
2014-02-01,130200
2013-04-01,0
2016-06-01,385000
2013-06-01,129000
2017-02-01,36000
2016-10-01,966400
2015-09-01,340300
2014-06-01,549500
2013-07-01,7153200
2012-12-01,2755800
2014-01-01,1151800
2015-04-01,1154500
2017-01-01,530100
2016-04-01,2753200
2012-03-01,1924000
2018-07-01,6600
2012-03-01,195500
2014-12-01,127200
2014-05-01,1129900
2017-04-01,1007700
2012-05-01,1693000
2015-05-01,199800
2018-07-01,1701300
2015-04-01,850000
2014-07-01,203100
2017-02-01,917300
2014-12-01,3093000
2012-07-01,301000
2015-09-01,1209100
2017-04-01,400300
2013-06-01,1162200
2018-06-01,1537000
2015-06-01,100
2014-07-01,6519300
2013-11-01,141100
2016-04-01,134000
2016-06-01,51600
2014-06-01,2324900
2015-09-01,1778700
2015-04-01,66300
2016-11-01,8700
2014-02-01,799900
2016-11-01,689700
2017-03-01,1449400
2013-03-01,234900
2013-09-01,347400
2013-05-01,247900
2014-03-01,60500
2015-05-01,798900
2018-03-01,666100
2012-12-01,3847000
2012-06-01,6725600
2016-11-01,2970700
2017-06-01,4322400
2015-09-01,1517400
2016-11-01,895600
2017-04-01,497500
2017-03-01,1485400
2016-12-01,3667600
2015-08-01,11685200
2013-09-01,334100
2012-05-01,128000
2014-05-01,197000
2013-09-01,1091900
2018-01-01,5000
2016-11-01,848700
2016-10-01,5534600
2012-09-01,8598600
2015-11-01,1101600
2015-12-01,417300
2016-07-01,3997300
2012-06-01,1207200
2017-10-01,5346700
2016-02-01,21300
2015-03-01,381500
2017-03-01,237000
2012-04-01,0
2014-05-01,1000
2013-01-01,5408700
2013-02-01,364800
2013-02-01,2853500
2013-05-01,857000
2018-07-01,5638600
2017-10-01,1261400
2013-09-01,2650200
2012-04-01,3482000
2017-08-01,924100
2014-06-01,554500
2017-01-01,1888700
2017-09-01,958800
2017-12-01,3673800
2016-12-01,3725400
2012-01-01,660300
2012-03-01,1935200
2013-11-01,1240600
2015-07-01,395100
2016-10-01,6589000
2013-02-01,0
2015-12-01,704600
2012-02-01,0
2014-01-01,1434000
2018-05-01,2923200
2014-07-01,3330100
2012-10-01,1122900
2012-07-01,2770600
2012-08-01,10851200
2012-03-01,0
2014-04-01,1968700
2016-02-01,418200
2013-06-01,545600
2015-04-01,515600
2013-04-01,1199900
2012-08-01,734600
2014-02-01,1176800
2013-05-01,659700
2014-11-01,28000
2016-04-01,143300
2014-10-01,757100
2017-10-01,2787100
2015-03-01,460200
2013-09-01,4060800
2016-12-01,2266400
2014-11-01,2905500
2015-06-01,244600
2013-01-01,1786400
2012-01-01,0
2014-05-01,6315300
2013-01-01,673700
2013-04-01,2140000
2012-03-01,796100
2014-05-01,647900
2015-11-01,1976700
2014-02-01,873700
2014-06-01,2584600
2015-01-01,2132300
2012-07-01,1335200
2016-09-01,1241000
2012-06-01,258200
2012-01-01,12500
2014-02-01,588500
2016-03-01,34100
2013-03-01,128300
2017-01-01,631000
2015-04-01,646200
2018-06-01,1106200
2013-06-01,1361000
2018-01-01,349300
2014-02-01,86200
2015-06-01,343500
2018-02-01,240000
2013-03-01,674200
2018-01-01,577700
2013-06-01,237000
2016-06-01,743300
2012-07-01,8639700
2016-09-01,1169800
2016-03-01,2270200
2015-08-01,2977100
2015-12-01,1927500
2015-01-01,1512700
2014-12-01,334000
2017-09-01,1478200
2013-12-01,1160900
2013-11-01,596600
2012-08-01,1565800
2013-11-01,469600
2016-03-01,1919100
2015-07-01,404900
2017-04-01,515000
2015-07-01,350500
2012-02-01,2000
2013-06-01,227100
2016-07-01,985600
2012-12-01,633900
2018-08-01,730300
2016-02-01,130700
2012-07-01,4372700
2013-01-01,2794700
2017-01-01,2600
2017-02-01,366500
2016-08-01,2312400
2013-01-01,111200
2013-05-01,275100
2015-01-01,2019000
2014-12-01,647600
2012-01-01,393100
2013-09-01,3131900
2013-01-01,1195300
2015-04-01,56800
2012-07-01,4293500
2015-12-01,401100
2014-12-01,7000
2014-10-01,4687600
2013-12-01,501600
2015-12-01,475400
2014-09-01,1156800
2017-08-01,6598900
2013-12-01,0
2013-09-01,1508100
2014-03-01,1547800
2013-01-01,462000
2016-05-01,4385000
2014-02-01,17500
2014-08-01,7474500
2013-10-01,5816500
2013-07-01,1540400
2016-03-01,2503200
2013-07-01,8026300
2015-04-01,78300
2012-07-01,153300
2016-07-01,3222500
2015-07-01,6610200
2015-10-01,2795500
2012-06-01,899400
2013-03-01,247400
2012-11-01,881400
2014-03-01,2665400
2016-04-01,449100
2015-02-01,0
2015-05-01,206400
2018-01-01,374900
2012-04-01,58000
2014-08-01,1252300
2015-03-01,322300
2012-11-01,0
2012-01-01,577000
2012-02-01,0
2016-08-01,1577600
2015-11-01,3772000
2016-04-01,60200
2016-07-01,24700
2013-08-01,2295200
2013-05-01,1021100
2018-04-01,569700
2012-12-01,362700
2016-08-01,436900
2012-02-01,524000
2016-01-01,257700
2013-07-01,6520300
2014-01-01,1122700
2013-11-01,1411100
2017-11-01,6356700
2018-02-01,1433900
2013-12-01,355600
2012-01-01,301300
2015-07-01,79900
2015-10-01,361400
2017-01-01,2762200
2018-03-01,1587800
2012-05-01,1991800
2015-02-01,625700
2012-07-01,1918400
2017-01-01,2646600
2017-10-01,5640100
2017-12-01,571300
2016-08-01,6071700
2018-09-01,252100
2016-09-01,544300
2017-02-01,1350700
2014-11-01,654400
2017-03-01,745700
2013-07-01,3786800
2012-09-01,561200
2013-03-01,1601400
2016-11-01,1055600
2013-04-01,798100
2016-05-01,422800
2015-08-01,1330400
2016-10-01,3345800
2013-07-01,328800
2013-09-01,4105400
2015-12-01,586300
2016-07-01,2976300
2013-04-01,4236400
2018-02-01,487400
2015-06-01,807700
2013-10-01,2223900
2017-10-01,208200
2016-04-01,100
2016-02-01,1222400
2012-01-01,11000
2012-03-01,887800
2015-03-01,983500
2012-08-01,1540300
2014-01-01,36800
2014-05-01,414400
2013-10-01,2500
2014-12-01,239800
2013-06-01,859200
2015-01-01,31400
2015-05-01,259800
2012-01-01,349400
2016-02-01,1655700
2016-12-01,1155600
2018-01-01,1895800
2015-02-01,628500
2015-06-01,1315800
2018-09-01,5291300
2016-12-01,511900
2017-01-01,539100
2017-03-01,80200
2017-01-01,429400
2016-01-01,1864300
2015-07-01,590900
2012-05-01,3260100
2013-11-01,212000
2015-03-01,143800
2014-06-01,68800
2014-03-01,27100
2014-08-01,212900
2012-05-01,196900
2016-03-01,3327800
2016-06-01,4005200
2014-03-01,429900
2014-04-01,1032600
2012-05-01,2387900
2017-02-01,0
2015-08-01,325100
2015-07-01,1787400
2013-12-01,460600
2014-01-01,1122100
2012-12-01,1340400
2016-01-01,202700
2016-02-01,431500
2016-07-01,1807100
2017-02-01,173200
2015-05-01,601600
2012-06-01,5362300
2015-04-01,14300
2012-01-01,157900
2013-03-01,2216000
2016-03-01,372800
2012-04-01,174800
2015-08-01,1847700
2012-02-01,2546700
2014-06-01,931300
2014-02-01,25200
2012-07-01,1268200
2012-06-01,277800
2014-05-01,67700
2012-08-01,538500
2016-11-01,2791100
2015-09-01,327200
2012-03-01,121700
2017-04-01,114100
2014-12-01,660700
2016-05-01,322400
2014-02-01,156900
2018-07-01,703300
2016-05-01,11000
2012-12-01,167600
2013-03-01,248700
2013-10-01,3197000
2016-12-01,1313200
2013-10-01,1075500
2012-11-01,132300
2012-02-01,151300
2013-03-01,1382800
2015-10-01,1781600
2015-02-01,363400
2012-09-01,11855100
2012-05-01,235000
2012-07-01,1449600
2013-11-01,511200
2015-06-01,2017900
2012-04-01,770100
2013-12-01,2046600
2017-12-01,2313600
2018-04-01,2234400
2012-08-01,1407000
2016-03-01,565100
2013-05-01,308400
2013-04-01,2037900
2016-02-01,196300
2016-04-01,377900
