year_month,total_gallons
2017-07-01,19264200
2016-03-01,4371800
2013-04-01,9985200
2016-11-01,11426700
2013-08-01,14299400
2014-09-01,35605900
2014-01-01,11904000
2013-10-01,85636800
2013-12-01,322700
2014-10-01,1786500
2012-10-01,7586100
2017-01-01,43600
2018-03-01,2807000
2015-04-01,1570800
2017-11-01,5039500
2016-03-01,52560300
2013-02-01,6529600
2015-09-01,55366300
2015-07-01,2165900
2018-09-01,13804900
2014-05-01,35189900
2015-01-01,58062700
2017-11-01,10271800
2016-08-01,7376200
2014-09-01,21856000
2017-10-01,55548100
2013-07-01,8499800
2014-12-01,432900
2014-09-01,28629700
2013-08-01,19040000
2014-06-01,4112700
2013-10-01,22323900
2013-02-01,21945700
2013-08-01,35923200
2018-04-01,28987900
2015-06-01,464100
2016-10-01,392400
2012-06-01,7743600
2015-11-01,16649900
2012-01-01,7693500
2013-11-01,4434700
2012-11-01,39858300
2016-03-01,8840400
2013-03-01,2758800
2017-09-01,18414100
2016-06-01,193700
2014-04-01,2392600
2012-12-01,12488800
2012-12-01,2920100
2016-07-01,8415100
2018-03-01,14083500
2013-02-01,6661500
2014-01-01,9595000
2017-05-01,48331000
2013-03-01,2629100
2015-05-01,8987200
2015-11-01,18100
2012-12-01,12318200
2014-06-01,23767600
2013-08-01,2979100
2014-05-01,415600
2014-10-01,4264300
2012-06-01,333900
2013-04-01,7635800
2015-01-01,2205600
2014-06-01,2162600
2012-07-01,22300
2014-02-01,18563000
2016-05-01,19200200
2014-07-01,214500
2014-09-01,7804200
2013-07-01,18427600
2014-10-01,17680400
2012-01-01,6411000
2013-01-01,53196100
2016-04-01,11047600
2013-07-01,12906800
2013-11-01,6793400
2013-06-01,155700
2012-09-01,323300
2017-03-01,30599200
2014-07-01,12868500
2012-07-01,1953200
2018-07-01,31826100
2018-02-01,71835100
2015-06-01,11051900
2016-02-01,7183500
2014-05-01,18938000
2015-04-01,4598600
2014-09-01,9001300
2012-06-01,12255000
2016-11-01,6972200
2016-12-01,9366200
2012-12-01,208500
2013-06-01,109100
2013-01-01,21700
2014-01-01,20256500
2016-08-01,233500
2014-03-01,17973500
2012-09-01,13961300
2015-10-01,10980900
2012-08-01,14344900
2015-08-01,8614800
2016-07-01,5803200
2013-11-01,207600
2013-04-01,23900
2016-02-01,2603700
2013-08-01,14168800
2013-12-01,17134800
2013-08-01,350400
2015-05-01,30000000
2014-03-01,20150400
2015-10-01,55773900
2012-11-01,13347100
2015-05-01,11204200
2014-05-01,7263500
2016-03-01,21489600
2013-11-01,530100
2017-02-01,2414500
2012-02-01,1881300
2015-05-01,18817500
2016-04-01,36290100
2012-03-01,553800
2018-09-01,5429900
2012-10-01,21823500
2016-01-01,29800
2017-12-01,22402700
2015-01-01,24941300
2017-03-01,4408100
2013-12-01,3124000
2013-02-01,10302200
2017-12-01,42475700
2017-09-01,7896300
2014-10-01,21813000
2015-04-01,24984000
2013-08-01,13277900
2017-01-01,11833700
2012-10-01,22089200
2014-02-01,19064800
2012-05-01,10388000
2012-01-01,387000
2015-09-01,45927700
2012-06-01,1831000
2012-10-01,312000
2017-07-01,11779900
2015-08-01,21835400
2015-10-01,1394000
2015-12-01,10820000
2018-05-01,4247100
2013-05-01,17200
2017-05-01,10250100
2014-08-01,41266800
2013-05-01,9590900
2012-09-01,16558300
2016-04-01,41800
2015-10-01,51673300
2014-11-01,38284000
2016-01-01,8391400
2013-06-01,8181300
2014-03-01,1988700
2015-02-01,7474500
2014-07-01,842200
2014-03-01,7715000
2015-11-01,19719900
2016-09-01,35346100
2012-12-01,35944800
2012-01-01,13458100
2013-01-01,3814000
2012-03-01,6778800
2017-03-01,222700
2017-02-01,67242600
2013-03-01,13133900
2015-11-01,3930700
2015-07-01,60587500
2016-11-01,60600
2013-07-01,2537400
2017-01-01,10159400
2015-12-01,7265600
2014-12-01,44400
2014-04-01,443900
2016-05-01,6945800
2014-06-01,82518600
2014-10-01,984000
2015-03-01,6603000
2016-12-01,167400
2014-07-01,18600
2014-02-01,2456500
2018-07-01,13289700
2013-03-01,44297100
2015-12-01,438500
2013-08-01,88446300
2014-03-01,284600
2016-07-01,12390400
2012-03-01,46078600
2013-12-01,6863400
2017-12-01,7192700
2015-07-01,13169900
2012-10-01,8657300
2013-08-01,27818200
2014-02-01,4050100
2015-06-01,17305200
2016-02-01,1626500
2017-02-01,4518200
2014-06-01,3815200
2013-10-01,25180200
2017-01-01,25001000
2016-04-01,170800
2015-02-01,9455400
2014-08-01,20502800
2013-10-01,13267000
2013-10-01,16258100
2017-04-01,141000
2014-02-01,22599800
2015-07-01,5358000
2012-06-01,11353500
2018-05-01,16820500
2016-06-01,11333100
2012-09-01,5361900
2012-05-01,49476300
2015-06-01,25745500
2013-09-01,19004500
2012-04-01,28811500
2015-03-01,2545700
2014-01-01,340400
2015-03-01,4108100
2018-02-01,165200
2018-06-01,57708700
2016-01-01,51823800
2017-12-01,3076900
2014-05-01,462000
2012-07-01,9104600
2014-06-01,7743400
2016-06-01,52998400
2018-01-01,12832300
2016-02-01,3006800
2015-05-01,3592200
2018-02-01,15809700
2012-12-01,47396500
2015-04-01,2604600
2017-05-01,148600
2016-06-01,3193100
2018-09-01,10112000
2015-08-01,331200
2014-08-01,240400
2012-05-01,11055900
2015-09-01,14662600
2016-04-01,28210000
2017-05-01,5469700
2013-04-01,21464500
2018-05-01,37318100
2012-10-01,13037300
2014-10-01,13341800
2017-03-01,11821700
2016-12-01,72000
2012-08-01,26818100
2017-11-01,5600900
2014-03-01,9472200
2013-11-01,11880600
2013-09-01,16583500
2018-04-01,158200
2016-11-01,184400
2012-10-01,2858300
2013-06-01,89898300
2012-02-01,13953300
2012-10-01,8063500
2015-09-01,30874300
2014-10-01,7056700
2015-12-01,4542700
2012-02-01,19808300
2013-07-01,11719500
2014-04-01,43708200
2012-01-01,5455800
2015-12-01,49709000
2015-05-01,14265200
2015-05-01,16367700
2013-04-01,399700
2017-10-01,42182500
2018-04-01,17336000
2018-06-01,8147900
2012-04-01,6711000
2017-04-01,7371200
2014-07-01,18688500
2012-01-01,77097400
2017-02-01,28884000
2013-02-01,44158300
2016-12-01,5805200
2015-03-01,2671900
2016-05-01,4296700
2017-03-01,53336300
2018-07-01,14231800
2017-05-01,4417000
2014-10-01,44709500
2015-01-01,1083400
2014-06-01,32415800
2013-07-01,18203800
2018-05-01,8225500
2014-07-01,15535000
2015-04-01,1094800
2015-10-01,4885700
2018-01-01,38194500
2015-09-01,3051300
2014-08-01,4843400
2014-09-01,15725100
2014-10-01,14370900
2013-06-01,243600
2014-02-01,8917800
2018-07-01,8173100
2015-09-01,15223400
2016-09-01,12540400
2016-08-01,2722100
2018-05-01,13359300
2018-06-01,18275500
2014-06-01,5941000
2014-03-01,18607500
2013-07-01,2253600
2013-09-01,12205600
2015-11-01,10608200
2013-03-01,2005600
2015-02-01,71951200
2016-03-01,159800
2017-09-01,55561000
2014-03-01,3496600
2014-09-01,2554400
2013-07-01,26525800
2016-06-01,16300
2014-02-01,288900
2016-02-01,51772000
2016-05-01,25400
2015-01-01,7488500
2013-03-01,24114600
2017-01-01,139300
2014-11-01,39741800
2014-04-01,12407500
2012-03-01,14170000
2013-12-01,14753200
2016-07-01,257500
2013-03-01,20963500
2014-10-01,149100
2013-02-01,7016200
2012-11-01,13085900
2015-10-01,17909500
2016-04-01,8735300
2013-09-01,8387900
2015-04-01,29600
2015-04-01,74932000
2017-09-01,12202500
2013-01-01,186700
2014-09-01,36500
2015-09-01,14045600
2012-06-01,7525300
2012-04-01,14965500
2016-07-01,21008000
2018-01-01,23682900
2012-05-01,13290500
2018-01-01,21161900
2017-04-01,15746600
2012-01-01,23982200
2015-04-01,163900
2013-11-01,17967300
2014-06-01,8887700
2012-03-01,22950200
2012-08-01,27007800
2016-03-01,12501200
2015-03-01,15551800
2013-07-01,24034400
2015-01-01,3945400
2016-10-01,11537900
2016-11-01,38932700
2014-05-01,2534300
2013-04-01,7129200
2017-04-01,2724100
2014-05-01,5505100
2012-12-01,24028900
2015-08-01,175100
2014-03-01,27621400
2016-10-01,22337400
2013-03-01,20337900
2012-05-01,4127300
2014-11-01,47900
2013-02-01,79067600
2016-11-01,3093000
2014-06-01,2561300
2016-04-01,2391800
2013-08-01,8463400
2013-01-01,13858400
2012-11-01,5366000
2015-09-01,10153700
2016-09-01,24469400
2017-02-01,348900
2016-02-01,8125800
2014-09-01,201000
2015-07-01,507700
2014-11-01,15651500
2014-07-01,20804800
2014-08-01,2216500
2015-02-01,3951800
2012-04-01,11272400
2018-09-01,4401800
2016-02-01,11585900
2014-08-01,247100
2012-02-01,5608000
2014-05-01,13140900
2013-09-01,5190500
2014-07-01,5927600
2012-06-01,13944800
2012-01-01,293600
2012-06-01,19952800
2017-12-01,34477800
2015-03-01,27624200
2016-07-01,13473000
2012-08-01,433400
2013-05-01,48126100
2018-05-01,12334800
2015-03-01,11790400
2013-02-01,17000
2018-09-01,446500
2018-08-01,4850300
2015-02-01,24482400
2015-02-01,11139400
2014-02-01,13824900
2016-06-01,15352800
2018-04-01,17816300
2015-06-01,4414400
2015-01-01,7527400
2015-02-01,9440800
2014-08-01,18861500
2018-03-01,140900
2012-08-01,512000
2013-02-01,323100
2018-01-01,14507200
2018-03-01,46940800
2016-11-01,13314800
2016-03-01,12014900
2012-04-01,41869400
2012-07-01,29000
2015-02-01,28579000
2013-08-01,8174900
2013-05-01,3354400
2013-12-01,226300
2016-08-01,13656300
2012-08-01,5200700
2015-06-01,1232900
2013-12-01,7362400
2018-05-01,11271000
2018-02-01,11817900
2018-06-01,16590400
2015-07-01,18800
2015-01-01,35900
2014-08-01,5708400
2014-03-01,16500
2012-11-01,7197800
2014-02-01,35290800
2017-06-01,12140500
2017-12-01,31725700
2014-03-01,14852600
2016-01-01,2911600
2016-08-01,19581700
2014-08-01,9369300
2016-12-01,7522500
2017-06-01,39868600
2015-02-01,491400
2014-03-01,3289600
2012-02-01,28582700
2016-08-01,35500
2013-03-01,75186300
2013-07-01,85226000
2017-11-01,145900
2012-06-01,48443200
2014-10-01,18923600
2017-11-01,16152400
2016-07-01,15329300
2015-04-01,11154800
2012-09-01,27337900
2016-06-01,2838300
2017-10-01,9649600
2012-07-01,18967700
2017-08-01,329800
2017-07-01,18935200
2013-06-01,48307100
2014-12-01,12307100
2017-01-01,3081700
2016-08-01,4770800
2015-12-01,7224400
2017-08-01,73859600
2013-09-01,3478300
2015-09-01,6021600
2014-09-01,24142200
2015-04-01,6578600
2013-12-01,12771500
2017-03-01,165200
2013-02-01,11670700
2013-06-01,7529300
2015-11-01,74862200
2016-04-01,12847800
2014-02-01,248100
2017-12-01,21550500
2012-02-01,9483000
2015-01-01,14706900
2016-01-01,80120700
2013-03-01,11215000
2017-02-01,35641300
2017-02-01,2414700
2012-10-01,2737800
2012-02-01,3711200
2013-10-01,9400
2012-12-01,22200
2012-11-01,9350600
2013-04-01,222800
2017-12-01,12816100
2012-06-01,20478200
2014-05-01,12220900
2015-05-01,11672800
2012-07-01,13099500
2014-04-01,81903600
2015-11-01,17314600
2015-05-01,4177400
2017-10-01,12807900
2013-05-01,11097700
2012-12-01,11155000
2017-07-01,4783600
2015-10-01,28809600
2016-12-01,17106800
2012-03-01,2975600
2014-01-01,8725800
2012-08-01,50190400
2014-11-01,178200
2012-12-01,8789100
2012-07-01,54290900
2014-09-01,49047100
2017-09-01,52046800
2015-01-01,5007200
2012-02-01,25653800
2012-09-01,28078100
2017-04-01,9005600
2014-02-01,2048400
2018-07-01,13146200
2014-06-01,463600
2018-08-01,16891500
2012-07-01,3256300
2014-06-01,9312800
2017-01-01,8035300
2014-09-01,11948600
2015-03-01,4390000
2012-10-01,78800
2015-12-01,25860200
2015-03-01,74538600
2013-11-01,7905500
2015-03-01,147500
2015-02-01,921000
2014-06-01,46930100
2014-12-01,22526400
2016-03-01,2537600
2017-03-01,3936700
2012-08-01,53980700
2017-04-01,4801600
2017-01-01,399700
2015-06-01,14610600
2012-02-01,39186400
2017-06-01,77786200
2013-05-01,7456700
2018-02-01,15512600
2016-11-01,2503700
2012-03-01,46300
2014-03-01,394600
2016-10-01,193100
2012-04-01,12925300
2013-01-01,16591900
2013-06-01,26473900
2012-12-01,14589500
2015-06-01,11200
2015-07-01,18494400
2014-05-01,10141000
2014-10-01,8012200
2013-07-01,633000
2017-03-01,390800
2013-01-01,4194100
2018-03-01,12558900
2014-04-01,4484200
2013-03-01,498400
2013-01-01,20000
2017-02-01,19400000
2014-10-01,21479400
2014-09-01,53976700
2013-01-01,2920900
2016-07-01,433300
2014-08-01,25244700
2014-04-01,8111800
2013-05-01,14504100
2016-05-01,11828400
2016-02-01,6641000
2016-01-01,24488200
2016-12-01,21035700
2016-07-01,5638800
2017-11-01,12756800
2014-01-01,23286700
2012-01-01,21808300
2015-05-01,2523500
2015-08-01,15142600
2013-12-01,545400
2016-09-01,14712400
2017-09-01,23636300
2016-10-01,4439900
2017-10-01,17110200
2015-03-01,8078000
2016-10-01,4862400
2012-05-01,3064500
2016-02-01,3221100
2014-04-01,12337500
2012-01-01,12503700
2016-09-01,38600
2014-12-01,975800
2017-06-01,113300
2015-07-01,4507400
2015-10-01,3003600
2013-01-01,13980200
2012-11-01,17619900
2014-03-01,5474000
2015-06-01,11452500
2014-11-01,1004000
2015-04-01,472000
2012-01-01,7676600
2012-11-01,7297100
2016-06-01,7430900
2017-12-01,15724200
2012-05-01,2785000
2015-10-01,4309600
2017-05-01,217300
2012-04-01,44992300
2017-01-01,3121600
2014-06-01,710600
2013-10-01,517000
2013-10-01,7743400
2013-05-01,3062300
2016-07-01,10700900
2016-10-01,2791100
2015-01-01,27468600
2014-08-01,49461900
2015-01-01,12568600
2015-10-01,15371100
2015-07-01,7449900
2016-10-01,5269900
2016-02-01,10690300
2016-10-01,7087200
2016-08-01,2461000
2018-07-01,10593100
2015-12-01,2682800
2013-07-01,16275300
2017-11-01,12845900
2014-06-01,13962500
2014-02-01,78583400
2014-04-01,23193400
2014-04-01,19287000
2012-11-01,32240500
2013-05-01,7881600
2018-08-01,24780200
2014-10-01,4454900
2013-06-01,20206900
2012-08-01,11380600
2018-04-01,11220200
2014-06-01,23013200
2012-02-01,11423300
2013-04-01,2283700
2018-05-01,24620900
2012-04-01,19670700
2012-08-01,86454000
2014-11-01,22424500
2014-10-01,38975000
2016-08-01,17386600
2012-10-01,23814200
2013-12-01,2142600
2015-12-01,13013600
2012-09-01,22166100
2018-04-01,4330500
2013-04-01,20948200
2014-12-01,1994000
2017-01-01,12413600
2012-11-01,15869800
2016-11-01,12782000
2016-11-01,379600
2012-05-01,6877800
2015-05-01,1146800
2016-10-01,182400
2017-01-01,23593900
2014-12-01,147800
2015-08-01,32132200
2016-05-01,8671400
2018-07-01,385000
2013-01-01,7803900
2017-06-01,56073900
2016-01-01,14136700
2015-03-01,392600
2012-05-01,2169800
2012-09-01,48886900
2012-04-01,4098200
2015-03-01,5801400
2012-06-01,525900
2015-08-01,17975100
2013-04-01,11645200
2016-10-01,167700
2018-08-01,42108400
2013-04-01,45181700
2017-10-01,13081600
2013-12-01,16716500
2014-05-01,21948200
2014-02-01,2954900
2014-03-01,11024800
2018-06-01,25513000
2015-05-01,50664000
2015-01-01,10890200
2016-07-01,24294900
2015-03-01,24470800
2012-01-01,11720800
2017-10-01,5266800
2013-11-01,12215500
2018-01-01,123500
2017-07-01,14093200
2016-12-01,7136400
2013-12-01,8700
2013-08-01,12018700
2014-08-01,22492600
2015-12-01,13635900
2013-02-01,17905900
2012-11-01,11198200
2012-03-01,6615300
2014-07-01,495500
2015-11-01,11723700
2016-09-01,12188600
2012-12-01,29819100
2013-05-01,31819600
2015-12-01,12219300
2015-06-01,250500
2016-03-01,21236500
2014-12-01,12195400
2016-05-01,4521200
2012-08-01,2233500
2012-09-01,16252100
2014-01-01,22582800
2013-03-01,11816900
2015-03-01,19473700
2015-05-01,11648200
2015-12-01,32000
2015-03-01,35400
2016-09-01,24318000
2012-12-01,20000
2015-03-01,14804900
2017-02-01,163800
2015-04-01,11385200
2014-07-01,13586400
2014-01-01,26531300
2014-04-01,24700
2016-04-01,48484300
2015-07-01,321700
2018-07-01,5675800
2016-01-01,33540200
2012-12-01,7074400
2014-04-01,34774100
2014-09-01,92554300
2012-03-01,7288600
2012-09-01,12391600
2016-09-01,415000
2012-08-01,8497600
